gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,loan_amount,loan_purpose,loan_length,collateral,writeoff
M,38,married,highsch,0,self_employ,6,15,57375,yes,40547,owner,15,96020,home_improv,53,yes,no
F,36,divorced,highsch,2,self_employ,2,14,57375,no,0,tenant,13,24420,other,24,no,yes
M,34,divorced,univ,3,unemployed,0,13,0,no,0,tenant,4,8679,wedding,10,no,yes
F,30,divorced,univ,1,self_employ,1,1,95625,no,0,tenant,8,63951,debt_consol,24,no,yes
F,26,divorced,univ,0,unemployed,0,2,0,no,0,owner,10,9894,debt_consol,11,no,yes
F,30,single,basic,0,full_time,0,4,31875,no,0,owner,8,18057,vehicle,60,yes,no
M,30,single,postgrad,0,full_time,5,6,127500,no,0,owner_morg,1,110897,home_improv,94,no,yes
M,21,widowed,highsch,0,unemployed,0,1,0,no,0,tenant,3,16736,debt_consol,25,no,yes
F,30,married,highsch,0,self_employ,3,6,57375,yes,38623,owner,10,52135,home_improv,33,yes,no
M,30,single,highsch,0,self_employ,1,3,57375,no,0,owner_morg,13,44290,home_improv,58,yes,no
F,30,divorced,highsch,1,unemployed,0,3,0,no,0,owner,10,6473,vehicle,12,no,yes
M,22,single,univ,0,part_time,0,2,31875,no,0,owner,8,31294,home_improv,35,no,yes
F,38,married,highsch,1,self_employ,4,9,57375,yes,33363,tenant,11,30847,other,34,no,yes
M,23,single,highsch,0,part_time,3,3,19125,no,0,tenant,5,9614,debt_consol,8,no,no
M,26,married,univ,1,part_time,2,2,31875,yes,45050,tenant,2,72671,debt_consol,34,no,no
F,29,married,univ,0,part_time,5,5,31875,yes,37983,owner_morg,7,59920,debt_consol,56,no,no
M,26,married,univ,0,self_employ,4,5,63750,yes,43700,owner_morg,7,44273,debt_consol,43,yes,no
M,38,divorced,univ,1,full_time,8,14,79688,no,0,tenant,12,16202,other,28,yes,no
M,48,widowed,highsch,2,self_employ,1,1,57375,no,0,owner,7,6393,other,11,yes,no
F,36,divorced,univ,0,unemployed,0,4,0,no,0,owner_morg,12,13060,debt_consol,54,yes,no
F,34,married,univ,1,part_time,5,13,47813,yes,49051,tenant,10,77777,debt_consol,42,no,no
F,30,married,postgrad,0,part_time,1,3,76500,yes,30282,owner,10,71811,home_improv,55,no,yes
M,27,widowed,highsch,1,full_time,5,5,31875,no,0,owner_morg,2,5292,other,9,no,no
F,33,divorced,univ,0,unemployed,0,2,0,no,0,owner_morg,2,18675,wedding,56,yes,no
F,46,divorced,highsch,2,part_time,5,6,28688,no,0,tenant,9,20253,vehicle,42,no,yes
F,35,married,highsch,0,unemployed,0,12,0,yes,46565,owner_morg,5,30354,home_improv,33,no,no
M,50,divorced,basic,1,part_time,9,12,22313,no,0,tenant,2,19697,debt_consol,46,no,yes
M,36,single,univ,0,unemployed,0,7,0,no,0,tenant,7,8463,other,6,no,no
M,21,married,highsch,0,full_time,2,2,31875,yes,56986,tenant,5,56891,debt_consol,31,no,yes
M,31,single,univ,0,full_time,7,6,79688,no,0,tenant,9,28188,other,59,no,yes
M,38,divorced,univ,1,full_time,4,14,79688,no,0,tenant,1,38911,debt_consol,39,no,yes
F,31,divorced,highsch,1,full_time,2,5,47813,no,0,tenant,1,34122,debt_consol,48,no,no
F,32,divorced,univ,2,full_time,3,9,79688,no,0,owner_morg,10,45237,home_improv,36,yes,yes
M,37,single,highsch,0,part_time,0,12,28688,no,0,owner_morg,7,17167,wedding,36,no,yes
F,25,divorced,univ,1,self_employ,4,3,63750,no,0,owner,8,16524,wedding,57,yes,no
M,22,single,univ,0,full_time,0,1,53125,no,0,owner,3,52979,debt_consol,42,yes,yes
M,25,single,highsch,0,full_time,3,6,31875,no,0,owner_morg,6,30793,home_improv,52,no,yes
M,34,single,univ,0,self_employ,6,10,95625,no,0,owner,9,53299,home_improv,26,yes,no
M,33,married,postgrad,3,self_employ,8,8,153000,yes,73273,tenant,11,62944,debt_consol,56,no,no
M,32,married,postgrad,2,self_employ,0,10,153000,yes,64232,owner,15,40115,home_improv,35,yes,no
M,28,married,univ,1,part_time,4,5,31875,no,0,tenant,10,5746,other,11,no,no
M,29,divorced,highsch,2,self_employ,4,9,38250,no,0,owner,7,10989,wedding,39,yes,no
M,32,single,basic,0,full_time,4,5,31875,no,0,tenant,4,25805,vehicle,53,no,no
F,30,single,univ,0,full_time,1,2,79688,no,0,tenant,11,38476,debt_consol,54,no,yes
F,29,single,basic,0,unemployed,0,4,0,no,0,tenant,5,8607,other,7,no,yes
F,41,divorced,basic,3,self_employ,2,13,38250,no,0,tenant,12,25135,vehicle,26,no,yes
F,24,single,univ,0,full_time,3,3,53125,no,0,tenant,4,45717,other,54,no,yes
M,23,married,highsch,0,unemployed,0,0,0,no,0,owner_morg,8,12593,debt_consol,28,yes,no
F,35,single,highsch,0,unemployed,0,14,0,no,0,tenant,15,13585,wedding,34,no,yes
M,25,single,highsch,0,full_time,2,3,31875,no,0,owner,3,22789,wedding,45,no,yes
M,36,married,highsch,2,full_time,0,14,47813,yes,49992,owner,14,41157,home_improv,51,yes,no
M,25,single,highsch,0,self_employ,2,5,38250,no,0,tenant,6,14616,other,46,no,yes
F,33,single,highsch,0,part_time,4,9,28688,no,0,tenant,3,10254,other,26,no,no
M,42,married,postgrad,2,self_employ,11,9,153000,no,0,owner_morg,15,117394,home_improv,68,yes,no
F,25,divorced,univ,2,unemployed,0,6,0,no,0,tenant,2,14159,wedding,55,no,yes
M,46,married,highsch,1,self_employ,0,9,57375,yes,51324,tenant,14,48693,debt_consol,26,yes,no
M,24,widowed,basic,1,full_time,2,2,21250,no,0,owner,5,17910,other,37,yes,no
M,31,divorced,univ,2,unemployed,0,2,0,no,0,tenant,15,11516,vehicle,46,no,no
M,44,single,highsch,0,unemployed,0,2,0,no,0,tenant,6,17969,other,55,no,yes
F,41,widowed,univ,2,self_employ,8,16,95625,no,0,tenant,3,25095,wedding,56,no,yes
F,29,married,highsch,1,unemployed,0,6,0,yes,27733,tenant,9,10650,debt_consol,29,no,no
F,27,single,univ,0,part_time,0,2,31875,no,0,tenant,1,20634,wedding,52,no,no
F,38,married,postgrad,0,self_employ,8,10,153000,yes,114160,owner_morg,2,114770,debt_consol,50,yes,no
M,34,single,highsch,0,part_time,4,5,28688,no,0,owner_morg,6,26266,other,54,no,yes
M,42,single,highsch,0,part_time,6,19,28688,no,0,tenant,8,22331,other,31,no,no
F,31,divorced,univ,1,full_time,1,2,79688,no,0,owner,15,47459,home_improv,24,yes,no
F,32,divorced,highsch,0,self_employ,4,5,57375,no,0,tenant,4,48418,debt_consol,55,no,yes
F,28,single,highsch,0,full_time,4,3,31875,no,0,owner,10,27483,vehicle,33,yes,no
F,34,divorced,postgrad,2,full_time,7,7,127500,no,0,owner,3,88353,debt_consol,54,no,yes
F,38,single,univ,0,full_time,4,5,79688,no,0,tenant,15,69213,other,43,yes,no
M,29,married,highsch,0,unemployed,0,1,0,yes,12520,tenant,4,7987,other,7,no,yes
F,27,single,basic,0,full_time,5,6,21250,no,0,tenant,4,18840,other,58,no,yes
F,29,married,highsch,1,unemployed,0,8,0,no,0,tenant,2,13189,debt_consol,47,no,no
M,27,divorced,postgrad,0,full_time,2,7,85000,no,0,tenant,2,32110,debt_consol,34,no,yes
F,37,married,highsch,2,self_employ,5,7,57375,yes,56528,tenant,8,41157,debt_consol,38,no,no
M,33,widowed,postgrad,2,full_time,6,5,127500,no,0,owner,12,22811,wedding,26,no,no
F,43,divorced,postgrad,0,full_time,3,10,127500,no,0,owner_morg,15,37227,home_improv,43,no,yes
F,34,married,postgrad,3,unemployed,0,2,0,yes,54023,tenant,10,22101,other,50,no,no
M,22,married,highsch,0,full_time,2,3,31875,yes,35442,owner_morg,3,11606,vehicle,30,no,no
M,25,divorced,univ,1,self_employ,0,2,63750,no,0,owner,6,6680,wedding,9,no,yes
F,37,divorced,highsch,0,part_time,1,10,28688,no,0,owner,8,15670,vehicle,39,yes,no
F,35,single,highsch,0,unemployed,0,2,0,no,0,owner_morg,8,15886,other,25,yes,no
M,26,married,univ,2,full_time,4,5,53125,yes,32230,owner,2,73299,home_improv,43,yes,no
M,22,divorced,basic,0,full_time,2,2,21250,no,0,tenant,4,13512,debt_consol,31,no,yes
M,32,widowed,univ,2,part_time,0,11,47813,no,0,owner,8,9314,other,9,no,no
M,31,divorced,basic,2,full_time,2,8,31875,no,0,owner_morg,13,18004,other,30,yes,no
M,26,widowed,basic,1,full_time,2,3,21250,no,0,owner_morg,4,11383,other,43,no,no
M,32,widowed,univ,1,full_time,0,3,79688,no,0,owner,10,25136,debt_consol,40,yes,no
F,28,married,univ,0,unemployed,0,6,0,yes,10546,owner_morg,2,9883,debt_consol,11,yes,no
F,47,single,basic,0,unemployed,0,22,0,no,0,owner_morg,4,7367,other,12,no,yes
M,42,widowed,postgrad,1,full_time,4,3,127500,no,0,tenant,3,86110,other,55,no,no
M,30,widowed,postgrad,2,full_time,2,2,127500,no,0,tenant,4,100882,other,89,no,no
M,25,single,univ,0,part_time,2,4,31875,no,0,tenant,1,19230,debt_consol,39,no,yes
M,26,married,univ,1,self_employ,1,3,63750,yes,57443,owner_morg,10,35248,home_improv,27,yes,no
F,35,single,highsch,0,part_time,3,14,28688,no,0,owner_morg,4,13117,vehicle,37,no,no
F,28,married,basic,3,part_time,3,3,12750,yes,57873,tenant,5,64167,debt_consol,28,no,no
M,26,divorced,basic,3,self_employ,3,3,25500,no,0,tenant,4,13968,debt_consol,49,no,yes
M,31,married,highsch,3,full_time,1,7,47813,yes,48205,owner,3,15730,vehicle,51,yes,yes
F,28,married,basic,2,self_employ,5,4,25500,yes,51116,tenant,6,75667,debt_consol,38,no,no
F,27,divorced,highsch,0,full_time,1,5,31875,no,0,tenant,1,14092,debt_consol,40,no,yes
M,44,widowed,highsch,1,part_time,13,11,28688,no,0,tenant,2,15287,wedding,56,no,yes
M,28,widowed,postgrad,2,full_time,5,4,85000,no,0,tenant,6,46720,debt_consol,57,no,no
F,24,divorced,univ,1,full_time,0,4,53125,no,0,owner,3,48260,home_improv,55,yes,no
F,27,divorced,postgrad,1,full_time,1,6,85000,no,0,owner_morg,5,34093,debt_consol,60,no,yes
F,28,married,highsch,1,part_time,0,2,19125,yes,22541,tenant,2,36151,other,46,no,no
M,36,divorced,highsch,0,full_time,3,6,47813,no,0,owner_morg,15,25789,wedding,27,yes,no
F,28,married,highsch,1,full_time,4,6,31875,no,0,tenant,5,9073,holidays,6,no,no
F,23,single,basic,0,part_time,0,3,12750,no,0,owner,5,18165,wedding,44,yes,no
M,53,single,univ,0,unemployed,0,6,0,no,0,owner_morg,3,12175,debt_consol,47,no,yes
F,40,married,highsch,2,part_time,8,13,28688,yes,46037,owner_morg,3,23211,holidays,29,no,no
F,33,single,postgrad,0,full_time,5,4,127500,no,0,owner,6,9117,vehicle,8,yes,no
M,36,divorced,postgrad,2,full_time,3,7,127500,no,0,owner,3,47113,debt_consol,32,yes,no
M,40,married,univ,1,unemployed,0,0,0,yes,53415,tenant,2,35126,debt_consol,46,no,no
M,37,married,highsch,2,part_time,6,10,28688,yes,52893,owner,3,62813,home_improv,39,no,no
F,33,divorced,univ,0,self_employ,7,6,95625,no,0,owner,15,86957,home_improv,27,no,yes
F,27,married,highsch,1,part_time,5,4,19125,yes,41207,tenant,3,11088,other,56,yes,no
M,45,widowed,highsch,1,unemployed,0,6,0,no,0,tenant,6,19300,vehicle,47,no,yes
F,22,divorced,basic,0,full_time,0,2,21250,no,0,tenant,7,9010,wedding,12,no,no
F,40,divorced,highsch,3,full_time,5,17,47813,no,0,owner,6,42575,debt_consol,28,no,yes
M,34,single,highsch,0,full_time,0,0,47813,no,0,owner,10,43756,debt_consol,39,yes,yes
F,41,single,univ,0,full_time,8,11,79688,no,0,owner_morg,11,12126,other,27,no,yes
M,32,married,univ,0,full_time,7,6,79688,no,0,owner,12,30262,home_improv,44,yes,yes
M,33,divorced,univ,2,unemployed,0,6,0,no,0,tenant,5,9007,wedding,6,no,yes
F,21,single,highsch,0,full_time,2,2,31875,no,0,tenant,8,20700,debt_consol,60,no,yes
M,22,single,basic,0,unemployed,0,3,0,no,0,tenant,4,17666,other,26,no,yes
M,29,widowed,basic,0,full_time,5,4,21250,no,0,tenant,1,12662,vehicle,40,no,no
F,37,married,basic,1,full_time,6,14,31875,yes,43007,owner,11,48319,debt_consol,28,no,no
M,30,divorced,postgrad,3,full_time,5,10,127500,no,0,owner,2,53743,home_improv,39,no,yes
M,51,married,highsch,1,self_employ,2,10,66938,no,0,owner_morg,1,30039,home_improv,58,yes,no
F,28,married,highsch,1,full_time,0,4,31875,yes,41851,tenant,5,52812,other,50,yes,no
F,24,divorced,univ,0,full_time,3,4,53125,no,0,tenant,3,35417,debt_consol,28,no,yes
M,24,divorced,highsch,0,part_time,1,2,19125,no,0,tenant,7,8680,other,7,no,yes
F,25,married,highsch,2,part_time,1,3,19125,yes,23498,owner,7,11247,other,52,yes,no
M,33,divorced,highsch,0,self_employ,2,7,57375,no,0,owner_morg,3,16244,vehicle,39,yes,no
M,30,single,basic,0,self_employ,3,2,38250,no,0,owner_morg,11,38078,home_improv,30,yes,no
M,29,single,univ,0,unemployed,0,7,0,no,0,tenant,1,19683,vehicle,40,no,yes
M,38,married,highsch,1,part_time,8,11,28688,yes,55050,owner_morg,4,24028,holidays,33,yes,yes
F,32,married,univ,1,unemployed,0,10,0,yes,17309,owner,15,19177,other,35,yes,no
M,27,divorced,univ,0,unemployed,0,6,0,no,0,owner_morg,4,8867,debt_consol,7,no,yes
M,28,married,postgrad,3,unemployed,0,8,0,yes,16847,tenant,10,9004,vehicle,6,no,no
F,37,divorced,univ,3,part_time,4,8,47813,no,0,tenant,7,27304,wedding,53,no,yes
F,42,single,highsch,0,unemployed,0,15,0,no,0,tenant,5,15330,vehicle,53,no,yes
M,32,widowed,highsch,0,full_time,4,8,47813,no,0,owner,11,41590,debt_consol,40,no,no
M,40,widowed,highsch,1,part_time,8,14,28688,no,0,tenant,14,8463,other,10,no,no
F,24,single,univ,0,unemployed,0,0,0,no,0,owner,7,5276,other,8,no,yes
M,26,single,univ,0,self_employ,3,2,63750,no,0,tenant,3,57979,other,43,no,yes
F,30,divorced,univ,0,part_time,0,5,47813,no,0,owner,6,17075,vehicle,34,yes,no
M,45,married,postgrad,0,part_time,2,10,76500,yes,74425,tenant,12,118492,debt_consol,89,no,no
F,27,divorced,highsch,1,unemployed,0,6,0,no,0,owner_morg,5,9489,debt_consol,8,yes,no
M,30,divorced,univ,1,self_employ,6,6,95625,no,0,owner,12,68978,debt_consol,56,yes,yes
M,37,single,univ,0,unemployed,0,0,0,no,0,owner_morg,15,18691,vehicle,35,yes,no
M,32,divorced,highsch,1,full_time,0,2,47813,no,0,tenant,7,34237,debt_consol,47,no,yes
F,34,single,univ,0,full_time,4,10,79688,no,0,owner,4,74070,home_improv,44,yes,no
F,35,single,highsch,0,self_employ,1,5,57375,no,0,owner_morg,12,13861,wedding,52,yes,no
M,42,married,highsch,0,part_time,10,10,28688,yes,29432,tenant,12,17906,holidays,35,no,yes
F,36,single,postgrad,0,full_time,3,14,127500,no,0,owner_morg,8,114910,home_improv,66,yes,no
F,28,married,highsch,0,self_employ,2,6,38250,yes,41644,tenant,5,17161,vehicle,49,no,yes
M,35,single,highsch,0,full_time,2,12,47813,no,0,tenant,13,18109,wedding,60,no,yes
M,31,divorced,univ,2,full_time,0,9,79688,no,0,tenant,7,55668,other,41,no,yes
F,32,married,highsch,0,part_time,4,5,28688,yes,34337,owner_morg,13,34220,home_improv,39,yes,no
M,42,single,highsch,0,unemployed,0,17,0,no,0,owner,13,16417,other,33,yes,no
M,25,single,highsch,0,unemployed,0,4,0,no,0,tenant,7,13031,vehicle,51,no,yes
M,31,divorced,basic,2,full_time,5,7,31875,no,0,owner,4,17414,other,28,no,yes
F,24,single,univ,0,full_time,1,5,53125,no,0,owner,3,39463,home_improv,58,yes,no
M,24,widowed,highsch,0,full_time,2,5,31875,no,0,owner_morg,3,7890,vehicle,10,yes,yes
F,28,single,highsch,0,self_employ,3,3,38250,no,0,tenant,9,25184,wedding,26,no,yes
M,25,divorced,basic,1,part_time,1,6,12750,no,0,tenant,5,11491,wedding,34,no,no
F,31,widowed,highsch,1,unemployed,0,8,0,no,0,owner,3,7941,vehicle,11,no,no
F,47,married,highsch,2,part_time,13,21,28688,no,0,tenant,10,17094,vehicle,49,no,no
F,32,divorced,basic,1,full_time,1,2,31875,no,0,tenant,7,31724,debt_consol,47,no,no
F,37,married,basic,3,part_time,7,8,19125,yes,37825,tenant,14,37399,debt_consol,31,no,yes
F,27,married,highsch,0,part_time,5,7,19125,no,0,owner_morg,7,11143,vehicle,45,yes,no
F,24,single,highsch,0,full_time,1,1,31875,no,0,tenant,6,26426,vehicle,34,no,no
M,34,single,highsch,0,self_employ,5,10,57375,no,0,tenant,5,54636,other,34,no,yes
M,26,single,univ,0,unemployed,0,3,0,no,0,owner_morg,9,7445,vehicle,7,no,no
M,46,married,highsch,0,self_employ,11,16,57375,yes,37630,owner_morg,9,77020,home_improv,31,no,yes
M,29,divorced,highsch,2,part_time,1,6,19125,no,0,tenant,9,17740,vehicle,59,no,yes
M,45,divorced,highsch,0,self_employ,12,15,57375,no,0,tenant,15,19796,vehicle,31,no,yes
F,26,married,highsch,2,full_time,2,2,31875,yes,50026,owner_morg,8,38008,home_improv,25,yes,no
F,29,married,highsch,2,unemployed,0,6,0,yes,33249,owner,1,30851,home_improv,51,no,no
M,34,single,basic,0,unemployed,0,12,0,no,0,owner,13,5564,wedding,11,yes,no
M,42,married,basic,0,part_time,0,19,19125,yes,49833,tenant,8,33205,debt_consol,43,no,no
F,33,married,highsch,3,part_time,6,10,28688,yes,51554,tenant,6,40942,debt_consol,36,no,no
M,30,widowed,univ,0,part_time,2,2,47813,no,0,owner_morg,12,15135,wedding,28,yes,no
F,24,single,highsch,0,full_time,1,1,31875,no,0,tenant,8,26698,debt_consol,52,no,yes
F,35,divorced,highsch,0,full_time,9,10,47813,no,0,owner_morg,7,32343,home_improv,60,yes,no
M,38,married,univ,2,part_time,3,6,47813,yes,56913,owner,13,9200,debt_consol,11,yes,no
F,28,single,highsch,0,self_employ,5,8,38250,no,0,owner_morg,9,25297,vehicle,34,no,yes
F,28,married,univ,2,part_time,4,8,31875,yes,50639,owner_morg,10,21154,debt_consol,33,yes,no
F,45,divorced,highsch,2,part_time,8,20,28688,no,0,tenant,5,25269,wedding,58,no,yes
M,28,married,univ,0,part_time,2,8,31875,no,0,tenant,9,22941,other,34,no,yes
M,24,single,highsch,0,full_time,3,3,31875,no,0,tenant,7,24206,debt_consol,47,no,yes
M,30,divorced,univ,3,self_employ,4,8,95625,no,0,owner,9,46481,home_improv,27,yes,no
M,30,married,postgrad,1,full_time,5,4,127500,yes,81205,owner_morg,14,195509,home_improv,90,no,no
F,33,single,highsch,0,self_employ,3,10,57375,no,0,tenant,8,49806,other,24,no,yes
M,43,widowed,univ,1,full_time,5,10,79688,no,0,tenant,11,47272,debt_consol,36,yes,no
M,27,married,highsch,0,unemployed,0,6,0,yes,1100,tenant,7,12536,vehicle,56,no,yes
F,31,divorced,highsch,2,unemployed,0,6,0,no,0,tenant,1,18485,other,39,no,no
F,33,divorced,univ,2,part_time,2,9,47813,no,0,tenant,3,17147,vehicle,45,no,yes
M,29,married,univ,2,unemployed,0,9,0,yes,12787,tenant,2,13722,debt_consol,48,no,no
M,28,married,univ,1,unemployed,0,3,0,yes,15845,tenant,2,6479,other,12,no,no
M,28,divorced,univ,2,unemployed,0,4,0,no,0,tenant,4,19972,wedding,41,no,yes
F,41,married,highsch,3,self_employ,8,15,57375,yes,53407,owner,11,46819,home_improv,39,yes,no
M,29,divorced,highsch,1,unemployed,0,8,0,no,0,owner_morg,8,9273,vehicle,6,yes,no
F,45,married,postgrad,1,part_time,7,15,76500,yes,64503,owner,2,89844,home_improv,46,yes,no
F,34,single,highsch,0,full_time,3,5,47813,no,0,owner_morg,1,16299,other,34,yes,yes
F,32,single,basic,0,unemployed,0,0,0,no,0,tenant,13,19980,wedding,42,no,yes
M,25,single,highsch,0,full_time,1,3,31875,no,0,tenant,8,31646,debt_consol,45,no,yes
M,34,married,highsch,0,part_time,0,7,28688,yes,43965,tenant,13,43710,debt_consol,24,no,yes
M,28,single,highsch,0,self_employ,4,7,38250,no,0,owner,10,14893,vehicle,27,no,yes
F,30,married,univ,2,unemployed,0,6,0,yes,27821,tenant,2,24372,vehicle,29,no,no
F,28,married,highsch,1,full_time,0,0,31875,yes,49803,tenant,5,10254,holidays,34,no,no
F,30,single,univ,0,full_time,6,9,79688,no,0,owner,1,67951,home_improv,48,yes,no
M,25,divorced,univ,2,self_employ,0,1,63750,no,0,owner,7,41171,debt_consol,44,yes,no
M,31,married,highsch,1,self_employ,2,2,57375,no,0,owner,14,26351,other,44,yes,no
F,30,divorced,univ,2,self_employ,1,10,95625,no,0,tenant,7,10676,debt_consol,29,no,no
M,23,single,univ,0,unemployed,0,2,0,no,0,owner,5,11944,vehicle,48,yes,no
F,26,divorced,basic,1,unemployed,0,2,0,no,0,tenant,8,9660,other,8,no,yes
F,41,divorced,postgrad,2,full_time,10,9,127500,no,0,tenant,6,32606,debt_consol,57,no,yes
F,31,divorced,basic,2,self_employ,5,9,38250,no,0,owner_morg,13,32880,home_improv,56,no,no
F,24,widowed,univ,0,unemployed,0,1,0,no,0,tenant,7,13112,vehicle,57,no,no
M,21,divorced,basic,0,part_time,2,2,12750,no,0,tenant,7,11767,other,42,no,yes
M,31,married,highsch,1,part_time,3,10,28688,yes,33012,owner_morg,9,59636,debt_consol,29,yes,no
F,22,divorced,highsch,1,full_time,0,2,31875,no,0,owner_morg,6,20689,other,28,yes,no
F,31,single,highsch,0,self_employ,7,8,57375,no,0,tenant,15,49853,debt_consol,45,no,yes
M,40,widowed,postgrad,0,full_time,2,10,127500,no,0,owner,11,95196,home_improv,32,no,no
M,30,single,highsch,0,full_time,6,6,47813,no,0,tenant,7,41520,debt_consol,54,no,yes
F,38,married,highsch,2,unemployed,0,14,0,yes,16822,tenant,11,9222,holidays,8,no,no
F,21,married,highsch,1,part_time,1,2,19125,yes,31877,tenant,7,49676,debt_consol,45,no,no
M,38,married,postgrad,3,full_time,7,14,127500,yes,103502,tenant,11,83091,debt_consol,53,no,no
M,39,divorced,univ,3,self_employ,2,2,95625,no,0,tenant,6,5001,other,8,no,yes
M,38,married,postgrad,1,self_employ,9,13,153000,yes,50248,owner,2,171878,debt_consol,82,yes,no
F,32,widowed,highsch,0,full_time,2,10,47813,no,0,tenant,9,5658,debt_consol,12,no,no
F,25,divorced,univ,2,full_time,0,4,53125,no,0,owner_morg,4,44771,home_improv,25,yes,yes
M,22,single,basic,0,full_time,1,1,21250,no,0,tenant,4,16156,debt_consol,26,no,yes
M,26,widowed,highsch,1,full_time,0,6,31875,no,0,tenant,1,22905,other,48,no,no
F,49,married,highsch,3,part_time,14,12,28688,yes,55021,owner,10,59642,home_improv,59,no,no
M,30,married,basic,2,self_employ,0,6,38250,yes,45696,tenant,1,79048,debt_consol,43,no,no
F,34,single,univ,0,full_time,2,12,79688,no,0,owner,8,36491,debt_consol,52,yes,no
F,38,married,univ,2,unemployed,0,2,0,yes,46158,tenant,1,44753,other,52,no,no
M,35,married,univ,1,self_employ,9,14,95625,yes,38175,tenant,5,76374,debt_consol,59,no,no
F,28,single,univ,0,part_time,1,4,31875,no,0,tenant,1,28268,debt_consol,33,no,yes
F,33,married,basic,1,self_employ,3,4,38250,yes,56394,owner_morg,15,26980,debt_consol,51,no,no
F,36,married,univ,0,full_time,6,11,79688,yes,45445,tenant,9,41898,other,38,no,yes
M,29,married,univ,0,part_time,0,5,31875,yes,33682,tenant,1,64999,debt_consol,42,no,yes
M,31,single,univ,0,part_time,3,3,47813,no,0,owner_morg,3,10046,wedding,52,yes,no
F,33,widowed,highsch,1,full_time,5,11,47813,no,0,tenant,7,29261,debt_consol,48,no,no
M,39,single,univ,0,full_time,11,14,79688,no,0,tenant,11,30468,debt_consol,35,yes,no
F,49,widowed,highsch,1,unemployed,0,12,0,no,0,tenant,4,18231,vehicle,41,no,no
F,27,married,univ,1,self_employ,5,6,63750,no,0,owner_morg,3,49447,home_improv,39,no,no
M,32,single,univ,0,full_time,6,7,79688,no,0,tenant,11,41760,debt_consol,58,no,yes
M,36,single,highsch,0,self_employ,7,8,57375,no,0,owner_morg,9,24825,debt_consol,37,yes,no
M,29,divorced,highsch,2,full_time,4,9,31875,no,0,owner_morg,9,30785,home_improv,47,yes,no
M,37,widowed,univ,1,self_employ,6,7,95625,no,0,tenant,14,56525,debt_consol,34,no,yes
M,21,single,highsch,0,full_time,2,2,31875,no,0,tenant,4,10883,vehicle,51,no,yes
M,49,divorced,univ,2,full_time,0,2,79688,no,0,tenant,8,52933,other,42,no,yes
M,45,divorced,univ,1,full_time,11,14,79688,no,0,tenant,6,7223,debt_consol,12,no,yes
M,39,single,univ,0,self_employ,10,8,95625,no,0,owner,14,91828,debt_consol,44,no,yes
F,24,married,highsch,1,full_time,3,4,31875,yes,39580,tenant,5,20164,holidays,51,no,no
F,35,divorced,highsch,1,full_time,5,8,47813,no,0,tenant,13,23175,wedding,40,no,yes
M,25,married,highsch,0,self_employ,3,5,38250,yes,42959,tenant,7,51307,other,35,no,yes
F,28,married,highsch,2,full_time,1,6,31875,no,0,owner_morg,5,21223,other,50,yes,no
M,26,married,highsch,0,unemployed,0,5,0,yes,25633,tenant,9,17760,other,42,no,yes
M,32,married,basic,0,self_employ,1,5,38250,yes,43737,tenant,9,29731,holidays,44,no,yes
F,38,single,basic,0,self_employ,5,5,38250,no,0,tenant,5,11720,other,45,no,yes
F,25,single,basic,0,full_time,4,3,21250,no,0,tenant,10,21152,debt_consol,27,no,yes
M,31,married,univ,1,full_time,7,8,79688,yes,58402,owner,4,56639,home_improv,36,no,no
F,29,divorced,highsch,0,full_time,2,4,31875,no,0,tenant,9,25661,debt_consol,51,no,no
F,53,divorced,highsch,0,full_time,12,26,55781,no,0,owner_morg,5,35151,debt_consol,27,yes,no
M,30,single,highsch,0,part_time,6,6,28688,no,0,tenant,6,10370,other,32,no,yes
F,38,widowed,highsch,1,full_time,8,7,47813,no,0,owner_morg,11,42088,home_improv,40,yes,no
F,41,married,highsch,0,self_employ,1,14,57375,yes,53928,tenant,7,74409,debt_consol,38,no,yes
F,32,married,univ,1,self_employ,0,6,95625,yes,94187,owner,6,89803,home_improv,40,yes,no
M,39,single,univ,0,unemployed,0,5,0,no,0,tenant,4,6434,wedding,7,no,yes
M,30,single,basic,0,unemployed,0,6,0,no,0,tenant,14,19225,debt_consol,28,no,yes
M,34,married,highsch,0,full_time,0,12,47813,yes,55292,owner,6,43066,debt_consol,42,yes,no
M,38,single,highsch,0,full_time,0,6,47813,no,0,tenant,4,22528,vehicle,27,no,no
F,21,widowed,highsch,0,self_employ,1,1,38250,no,0,tenant,5,31618,debt_consol,46,no,no
M,27,single,basic,0,part_time,4,3,12750,no,0,tenant,9,6587,wedding,10,no,yes
M,26,married,univ,0,unemployed,0,0,0,no,0,tenant,9,17052,debt_consol,38,no,yes
F,24,single,univ,0,part_time,2,2,31875,no,0,owner_morg,7,15175,debt_consol,57,yes,no
F,37,married,basic,2,part_time,6,13,19125,yes,50052,tenant,7,14276,debt_consol,26,no,no
F,24,single,highsch,0,full_time,2,2,31875,no,0,owner,5,13629,debt_consol,54,no,yes
M,31,single,basic,0,full_time,2,6,31875,no,0,tenant,13,8118,debt_consol,6,no,yes
M,26,widowed,highsch,0,self_employ,0,5,38250,no,0,tenant,9,31744,other,31,no,no
